# This data is provided "as is".  Guidewire does not guarantee its correctness or completeness, nor do we plan to update it.
52400,Chezeaux
52400,Coiffy Le Bas
52400,Coiffy Le Haut
52410,Eurville Bienville
52410,Roches Sur Marne
52410,Bienville
52410,Chamouilley
52500,Tornay
52500,Valleroy
52500,Velles
52500,Voncourt
52500,Montesson
52500,Maizieres Sur Amance
52500,Corgirnon
52500,Coublanc
52500,Farincourt
52500,Fayl Billot
52500,Fayl La Foret
52500,Genevrieres
52500,Gilley
52500,Grenant
52500,Pierrefaites
52500,Pierremont Sur Amance
52500,Pisseloup
52500,Poinson Les Fayl
52500,Pressigny
52500,Rougeux
52500,Saulles
52500,Savigny
52500,Laferte Sur Amance
52500,Les Loges
52500,Maatz
52500,Anrosey
52500,Arbigny Sous Varennes
52500,Belmont
52500,Bize
52500,Broncourt
52500,Bussieres Les Belmont
52500,Champsevraine
52500,Charmoy
52600,Torcenay
52600,Troischamps
52600,Violot
52600,Montlandon
52600,Noidant Chatenoy
52600,Culmont
52600,Grandchamp
52600,Haute Amance
52600,Heuilley Cotton
52600,Heuilley Le Grand
52600,Hortes
52600,Palaiseul
52600,Rivieres Le Bois
52600,Rosoy Sur Amance
52600,Le Pailly
52600,Celsoy
52600,Chalindrey
52600,Chaudenay
52600,Cohons
52700,Vesaignes Sous Lafauche
52700,Vignes La Cote
52700,Montot Sur Rognon
52700,Morionvilliers
52700,Manois
52700,Mareilles
52700,Orquevaux
52700,Consigny
52700,Darmannes
52700,Ecot La Combe
52700,Forcey
52700,Humberville
52700,Ozieres
52700,Prez Sous Lafauche
52700,Reynel
52700,Rimaucourt
52700,Rochefort Sur La Cote
52700,Semilly
52700,Signeville
52700,St Blin Semilly
52700,Lafauche
52700,Leurville
52700,Liffol Le Petit
52700,Aillianville
52700,Andelot Blancheville
52700,Blancheville
52700,Bourdons Sur Rognon
52700,Briaucourt
52700,Busson
52700,Chalvraines
52700,Chambroncourt
52700,Chantraines
52700,Cirey Les Mareilles
52700,Clinchamp
52800,Thivet
52800,Vesaignes Sur Marne
52800,Vitry Les Nogent
52800,Mandres La Cote
52800,Marnay Sur Marne
52800,Ninville
52800,Nogent
52800,Odival
52800,Donnemarie
52800,Essey Les Eaux
52800,Foulain
52800,Poinson Les Nogent
52800,Poulangy
52800,Sarcey
52800,Lanques Sur Rognon
52800,Louvieres
53000,Laval
53100,Moulay
53100,Mayenne
53100,Contest
53100,Fontaine Daniel
53100,Parigne Sur Braye
53100,St Baudelle
53100,St Georges Buttavent
53100,Chatillon Sur Colmont
53110,St Julien Du Terroux
53110,Ste Marie Du Bois
53110,Thuboeuf
53110,Melleray La Vallee
53110,Niort La Fontaine
53110,Rennes En Grenouilles
53110,La Baroche Gondouin
53110,Lassay Les Chateaux
53110,Le Housseau Bretignolle
53110,Bretignolles Le Moulin
53120,Vieuvy
53120,Gorron
53120,Herce
53120,St Aubin Fosse Louvain
53120,Lesbois
53120,Levare
53120,Brece
53120,Carelles
53120,Colombiers Du Plessis
53140,St Samson
53140,Orgeres La Roche
53140,Pre En Pail
53140,St Calais Du Desert
53140,St Cyr En Pail
53140,La Pallu
53140,Lignieres Orgeres
53150,St Ouen Des Vallons
53150,Montourtier
53150,Montsurs
53150,Neau
53150,Deux Evailles
53150,Gesnes
53150,St Cenere
53150,St Christophe Du Luat
53150,La Chapelle Rainsouin
53150,Livet
53150,Bree
53160,St Martin De Connee
53160,St Pierre Sur Orthe
53160,St Thomas De Courceriers
53160,Trans
53160,Vimarce
53160,Hambers
53160,Ize
53160,Jublains
53160,Bais
53160,Champgeneteux
53170,Villiers Charlemagne
53170,Maisoncelles Du Maine
53170,Meslay Du Maine
53170,Ruille Froid Fonds
53170,St Charles La Foret
53170,St Denis Du Maine
53170,La Bazouge De Chemere
53170,La Cropte
53170,Le Bignon Du Maine
53170,Le Buret
53170,Arquenay
53170,Bazougers
53190,Desertines
53190,Fougerolles Du Plessis
53190,La Doree
53190,Landivy
53200,Marigne Peuton
53200,Menil
53200,Coudray
53200,Daon
53200,Fromentieres
53200,Gennes Sur Glaize
53200,St Fort
53200,Laigne
53200,Loigne Sur Mayenne
53200,Longuefuye
53200,Ampoigne
53200,Aze
53200,Bazouges
53200,Chateau Gontier
53200,Chatelain
53200,Chemaze
53210,Nuille Sur Ouette
53210,Soulge Sur Ouette
53210,Louvigne
53210,Argentre
53220,St Mars Sur La Futaie
53220,Montaudin
53220,Pontmain
53220,St Berthevin La Tanniere
53220,St Ellier Du Maine
53220,La Pellerine
53220,Larchamp
53230,Meral
53230,Cosmes
53230,Cosse Le Vivien
53230,Courbeveille
53230,La Chapelle Craonnaise
53230,Astille
53240,St Jean Sur Mayenne
53240,Montflours
53240,Place
53240,St Germain D Anxure
53240,St Germain Le Fouilloux
53240,St Germain Le Guillaume
53240,La Baconniere
53240,La Bigottiere
53240,Alexain
53240,Andouille
53250,Villepail
53250,Madre
53250,Neuilly Le Vendin
53250,Couptrain
53250,Javron Les Chapelles
53250,St Aignan De Couptrain
53250,Le Ham
53250,Les Chapelles
53250,Charchigne
53250,Chevaigne Du Maine
53260,Entrammes
53260,Force
53260,Parne Sur Roc
53270,St Jean Sur Erve
53270,St Pierre Sur Erve
53270,Ste Suzanne
53270,Thorigne En Charnie
53270,Torce Viviers En Charnie
53270,Viviers En Charnie
53270,Blandouet
53270,Chammes
53290,St Laurent Des Mortiers
53290,St Loup Du Dorat
53290,St Michel De Feins
53290,Grez En Bouere
53290,St Brice
53290,St Denis D Anjou
53290,Argenton Notre Dame
53290,Beaumont Pied De Boeuf
53290,Bierne
53290,Bouere
53290,Bouessay
53300,St Loup Du Gast
53300,St Mars Sur Colmont
53300,Vauce
53300,Oisseau
53300,Couesmes Vauce
53300,Souce
53300,St Fraimbault De Prieres
53300,La Haie Traversaine
53300,Le Pas
53300,Ambrieres Les Vallees
53300,Chantrigne
53300,Cigne
53320,Montjean
53320,Ruille Le Gravelais
53320,St Cyr Le Gravelais
53320,Loiron
53320,Beaulieu Sur Oudon
53340,Cosse En Champagne
53340,Epineux Le Seguin
53340,Preaux
53340,Saulges
53340,Ballee
53340,Bannes
53340,Chemere Le Roi
53350,St Michel De La Roe
53350,Fontaine Couverte
53350,La Roe
53350,Ballots
53350,Brains Sur Les Marches
53360,St Sulpice
53360,Origne
53360,Houssay
53360,Peuton
53360,Quelaines St Gault
53360,Simple
53360,St Gault
53370,St Pierre Des Nids
53370,Gesvres
53370,Boulay Les Ifs
53370,Champfremont
53380,St Hilaire Du Maine
53380,Juvigne
53380,La Croixille
53390,Senonnes
53390,St Aignan Sur Roe
53390,St Erblon
53390,La Rouaudiere
53400,St Quentin Les Anges
53400,Mee
53400,Niafles
53400,Craon
53400,Denaze
53400,Pommerieux
53400,Livre
53400,Athee
53400,Cherance
53410,St Ouen Des Toits
53410,St Pierre La Cour
53410,Olivet
53410,Port Brillet
53410,La Brulatte
53410,La Gravelle
53410,Launay Villiers
53410,Le Bourgneuf La Foret
53410,Bourgon
53420,Chailland
53440,Marcille La Ville
53440,Grazay
53440,La Bazoge Montpincon
53440,La Chapelle Au Riboul
53440,Aron
53440,Belgeard
53470,Martigne Sur Mayenne
53470,Sace
53470,La Bazouge Des Alleux
53470,Chalons Du Maine
53470,Commer
53480,St Leger
53480,Vaiges
53480,St Georges Le Flechard
53500,St Pierre Des Landes
53500,Vautorte
53500,Montenay
53500,Ernee
53500,St Denis De Gastines
53540,St Poix
53540,Cuille
53540,Gastines
53540,Laubrieres
53600,Ste Gemmes Le Robert
53600,Voutre
53600,Mezangers
53600,Evron
53600,St Georges Sur Erve
53600,Asse Le Berenger
53600,Chatres La Foret
53640,Montreuil Poulay
53640,Hardanges
53640,Poulay
53640,Le Horps
53640,Le Ribay
53640,Champeon
53700,St Mars Du Desert
53700,Villaines La Juhel
53700,Courcite
53700,Crennes Sur Fraubee
53700,St Aubin Du Desert
53700,St Germain De Coulamer
53700,Loupfougeres
53700,Averton
53800,St Martin Du Limet
53800,St Saturnin Du Limet
53800,Congrier
53800,Renaze
53800,La Boissiere
53800,La Selle Craonnaise
53800,Bouchamps Les Craon
53810,Change
53940,St Berthevin
53940,St Isle
53940,Le Genest St Isle
53940,Ahuille
53950,La Chapelle Anthenaise
53950,Louverne
53960,Bonchamp Les Laval
53970,Montigne Le Brillant
53970,Nuille Sur Vicoin
53970,L Huisserie
54000,Nancy
54100,Nancy
54110,Varangeville
54110,Courbesseaux
54110,Crevic
54110,Dombasle Sur Meurthe
54110,Flainval
54110,Gellenoncourt
54110,Haraucourt
54110,Hudiviller
54110,Remereville
54110,Rosieres Aux Salines
54110,Sommerviller
54110,Lenoncourt
54110,Anthelupt
54110,Buissoncourt
54111,Mont Bonvillers
54112,Uruffe
54112,Vannes Le Chatel
54112,Gibeaumeix
54112,Allamps
54113,Mont Le Vignoble
54113,Moutrot
54113,Crezilles
54113,Gye
54113,Blenod Les Toul
54113,Bulligny
54113,Charmes La Cote
54114,Jeandelaincourt
54115,Thorey Lyautey
54115,Tramont Emy
54115,Tramont Lassus
54115,Tramont St Andre
54115,Vandeleville
54115,Dommarie Eulmont
54115,Favieres
54115,Fecocourt
54115,Gelaucourt
54115,Gemonville
54115,Grimonviller
54115,Pulney
54115,Saulxerotte
54115,Laloeuf
54115,Aboncourt
54115,Battigny
54115,Beuvezin
54116,Tantonville
54116,Praye
54118,Moyen
54119,Domgermain
54120,Thiaville Sur Meurthe
54120,Vaxainville
54120,Merviller
54120,Criviller
54120,Deneuvre
54120,Gelacourt
54120,Hablainville
54120,Pettonville
54120,Reherrey
54120,Lachapelle
54120,Baccarat
54120,Badmenil
54120,Bertrichamps
54120,Brouville
54121,Vandieres
54122,Vathimenil
54122,Flin
54122,Fontenoy La Joute
54122,Glonville
54122,Azerailles
54122,Chenevieres
54123,Viterne
54129,Magnieres
54130,St Max
54130,Dommartemont
54134,Voinemont
54134,Ceintrey
54135,Mexy
54136,Bouxieres Aux Dames
54140,Jarville La Malgrange
54150,Mainville
54150,Mairy Mainville
54150,Mance
54150,Norroy Le Sec
54150,Fleville Lixieres
54150,Genaville
54150,Immonville
54150,Ozerailles
54150,Lantefontaine
54150,Les Baroches
54150,Lubey
54150,Anoux
54150,Avril
54150,Briey
54160,Frolois
54160,Pierreville
54160,Pulligny
54160,Autrey
54170,Thuilley Aux Groseilles
54170,Mont L Etroit
54170,Ochey
54170,Crepey
54170,Dolcourt
54170,Germiny
54170,Saulxures Les Vannes
54170,Selaincourt
54170,Allain
54170,Bagneux
54170,Barisey Au Plain
54170,Barisey La Cote
54170,Colombey Les Belles
54180,Heillecourt
54180,Houdemont
54190,Tiercelet
54190,Villerupt
54190,Brehain La Ville
54190,Cantebonne
54200,Toul
54200,Villey St Etienne
54200,Menil La Tour
54200,Menillot
54200,Dommartin Les Toul
54200,Ecrouves
54200,Francheville
54200,Grand Menil
54200,Jaillon
54200,Pagney Derriere Barine
54200,Pierre La Treiche
54200,Royaumeix
54200,Sanzey
54200,Lagney
54200,Lucey
54200,Andilly
54200,Bicqueley
54200,Boucq
54200,Bouvron
54200,Bruley
54200,Chaudeney Sur Moselle
54200,Choloy Menillot
54210,St Nicolas De Port
54210,Tonnoy
54210,Ville En Vermois
54210,Manoncourt En Vermois
54210,Coyviller
54210,Ferrieres
54210,Saffais
54210,Lupcourt
54210,Azelot
54210,Burthecourt Aux Chenes
54220,Malzeville
54230,Maron
54230,Neuves Maisons
54230,Chaligny
54230,Chavigny
54240,Joeuf
54250,Champigneulles
54260,St Jean Les Longuyon
54260,Tellancourt
54260,Villancy
54260,Villers Le Rond
54260,Villette
54260,Viviers Sur Chiers
54260,Noers
54260,Epiez Sur Chiers
54260,Flabeuville
54260,Fresnois La Montagne
54260,Grand Failly
54260,Ham Les St Jean
54260,Othe
54260,Petit Failly
54260,Petit Xivry
54260,Revemont
54260,Longuyon
54260,Allondrelle La Malmaison
54260,Braumont
54260,Charency Vezin
54260,Colmey
54270,Essey Les Nancy
54280,Velaine Sous Amance
54280,Mazerulles
54280,Moncel Sur Seille
54280,Erbeviller Sur Amezule
54280,Seichamps
54280,Sorneville
54280,Laneuvelotte
54280,Brin Sur Seille
54280,Champenoux
54290,St Mard
54290,St Remy Aux Bois
54290,Velle Sur Moselle
54290,Villacourt
54290,Virecourt
54290,Mangonville
54290,Neuviller Sur Moselle
54290,Crevechamps
54290,Domptail En L Air
54290,Froville
54290,Gripport
54290,Haigneville
54290,Haussonville
54290,Roville Devant Bayon
54290,Rozelieures
54290,St Boingt
54290,St Germain
54290,Lorey
54290,Loromontzey
54290,Bainville Aux Miroirs
54290,Bayon
54290,Borville
54290,Bremoncourt
54290,Clayeures
54300,Thiebaumenil
54300,Vitrimont
54300,Xermamenil
54300,Manonviller
54300,Marainviller
54300,Moncel Les Luneville
54300,Crion
54300,Croismare
54300,Fraimbois
54300,Herimenil
54300,Jolivet
54300,Rehainviller
54300,Sionviller
54300,Lamath
54300,Luneville
54300,Bienville La Petite
54300,Bonviller
54300,Chanteheux
54310,Homecourt
54320,Maxeville
54320,Maxeville Champ Le Boeuf
54330,Thelod
54330,Vaudemont
54330,Vezelise
54330,Vitrey
54330,Vroncourt
54330,Marthemont
54330,Ogneville
54330,Omelmont
54330,Etreval
54330,Forcelles St Gorgon
54330,Goviller
54330,Hammeville
54330,Houdelmont
54330,Houdreville
54330,Parey St Cesaire
54330,Quevilloncourt
54330,Saxon Sion
54330,Chaouilley
54330,Clerey Sur Brenon
54340,Pompey
54350,Mont St Martin
54360,Vigneulles
54360,Mont Sur Meurthe
54360,Mehoncourt
54360,Damelevieres
54360,Einvaux
54360,Romain
54360,Landecourt
54360,Barbonville
54360,Blainville Sur L Eau
54360,Charmois
54370,Valhey
54370,Vaucourt
54370,Xousse
54370,Xures
54370,Mouacourt
54370,Maixe
54370,Deuxville
54370,Drouville
54370,Einville Au Jard
54370,Embermenil
54370,Henamenil
54370,Hoeville
54370,Parroy
54370,Raville Sur Sanon
54370,Rechicourt La Petite
54370,Remoncourt
54370,Serres
54370,Juvrecourt
54370,Laneuveville Aux Bois
54370,Arracourt
54370,Athienville
54370,Bathelemont Les Bauzemont
54370,Bauzemont
54370,Bezange La Grande
54370,Bures
54370,Coincourt
54380,Ville Au Val
54380,Villers En Haye
54380,Martincourt
54380,Dieulouard
54380,Gezoncourt
54380,Griscourt
54380,Rogeville
54380,Saizerais
54380,Landremont
54380,Autreville Sur Moselle
54380,Bezaumont
54385,Tremblecourt
54385,Manoncourt En Woevre
54385,Manonville
54385,Minorville
54385,Noviant Aux Pres
54385,Domevre En Haye
54385,Rosieres En Haye
54385,Avrainville
54390,Frouard
54400,Vaux Warnimont
54400,Cosnes Et Romain
54400,Longwy
54410,La Madeleine
54410,Laneuveville Devant Nancy
54420,Pulnoy
54420,Saulxures Les Nancy
54420,Cerville
54430,Heumont
54430,Rehon
54440,Herserange
54450,St Martin
54450,Veho
54450,Verdenal
54450,Montreux
54450,Nonhigny
54450,Ogeviller
54450,Domevre Sur Vezouze
54450,Domjevin
54450,Fremenil
54450,Fremonville
54450,Gogney
54450,Gondrexon
54450,Halloville
54450,Harbouey
54450,Herbeviller
54450,Igney
54450,Reclonville
54450,Reillon
54450,Repaix
54450,Leintrey
54450,Amenoncourt
54450,Ancerviller
54450,Autrepierre
54450,Avricourt
54450,Barbas
54450,Benamenil
54450,Blamont
54450,Blemerey
54450,Buriville
54450,Chazelles Sur Albe
54460,Liverdun
54460,Aingeray
54470,St Julien Les Gorze
54470,Thiaucourt Regnieville
54470,Vieville En Haye
54470,Xammes
54470,Mamey
54470,Mandres Aux Quatre Tours
54470,Dampvitoux
54470,Dommartin La Chaussee
54470,Essey Et Maizerais
54470,Euvezin
54470,Fey En Haye
54470,Flirey
54470,Grosrouvres
54470,Hageville
54470,Hamonville
54470,Jaulny
54470,Pannes
54470,Rembercourt Sur Mad
54470,Seicheprey
54470,St Baussant
54470,Limey Remenauville
54470,Lironville
54470,Ansauville
54470,Beaumont
54470,Bernecourt
54470,Bouillonville
54470,Charey
54480,St Sauveur
54480,Tanconville
54480,Val Et Chatillon
54480,Parux
54480,Petitmont
54480,Bertrambois
54480,Cirey Sur Vezouze
54490,Xivry Circourt
54490,Murville
54490,Domprix
54490,Joudreville
54490,Piennes
54490,Preutin Higny
54490,Avillers
54490,Bertrameix
54500,Vandoeuvre Les Nancy
54510,Tomblaine
54510,Art Sur Meurthe
54510,Bosserville
54520,Laxou
54520,Laxou Champ Le Boeuf
54530,Pagny Sur Moselle
54530,Preny
54530,Arnaville
54540,St Maurice Aux Forges
54540,Ste Pole
54540,Vacqueville
54540,Veney
54540,Montigny
54540,Migneville
54540,Neufmaisons
54540,Neuviller Les Badonviller
54540,Fenneviller
54540,Pexonne
54540,Pierre Percee
54540,Raon Les Leau
54540,Angomont
54540,Badonviller
54540,Bionville
54540,Bremenil
54550,Maizieres
54550,Pont St Vincent
54550,Sexey Aux Forges
54550,Bainville Sur Madon
54560,Malavillers
54560,Mercy Le Haut
54560,Fillieres
54560,Sancy
54560,Serrouville
54560,Anderny
54560,Audun Le Roman
54560,Beuvillers
54560,Boudrezy
54570,Trondes
54570,Foug
54570,Laneuveville Derriere Fou
54570,Lay St Remy
54580,Moineville
54580,Habonville
54580,St Ail
54580,Auboue
54590,Hussigny Godbrange
54600,Villers Les Nancy
54610,Thezey St Martin
54610,Morey
54610,Mailly Sur Seille
54610,Manoncourt Sur Seille
54610,Nomeny
54610,Eply
54610,Phlin
54610,Raucourt
54610,Rouves
54610,Serrieres
54610,Sivry
54610,Letricourt
54610,Lixieres
54610,Abaucourt
54610,Belleau
54610,Bratte
54610,Chenicourt
54610,Clemery
54620,St Supplet
54620,Ville Au Montois
54620,Doncourt Les Longuyon
54620,Han Devant Pierrepont
54620,Joppecourt
54620,Pierrepont
54620,Baslieux
54620,Bazailles
54620,Beuveille
54620,Boismont
54630,Flavigny Sur Moselle
54630,Richardmenil
54640,Tucquegnieux
54640,Bettainvillers
54650,Saulnes
54660,Moutiers
54670,Malleloy
54670,Millery
54670,Custines
54680,Crusnes
54680,Errouville
54690,Eulmont
54690,Lay St Christophe
54700,Ste Genevieve
54700,Vilcey Sur Trey
54700,Villers Sous Preny
54700,Vittonville
54700,Montauville
54700,Morville Sur Seille
54700,Mousson
54700,Maidieres
54700,Norroy Les Pont A Mousson
54700,Jezainville
54700,Pont A Mousson
54700,Port Sur Seille
54700,Lesmenils
54700,Loisy
54700,Atton
54700,Blenod Les Pont A Mousson
54700,Bouxieres Sous Froidmont
54700,Champey Sur Moselle
54710,Fleville Devant Nancy
54710,Ludres
54720,Cutry
54720,Laix
54720,Lexy
54720,Chenieres
54730,St Pancre
54730,Ville Houdlemont
54730,Gorcy
54740,St Remimont
54740,Vaudeville
54740,Vaudigny
54740,Xirocourt
54740,Ormes Et Ville
54740,Crantenoy
54740,Gerbecourt Et Haplemont
54740,Germonville
54740,Haroue
54740,Jevoncourt
54740,Laneuveville Devant Bayon
54740,Lebeuville
54740,Lemainville
54740,Lemenil Mitry
54740,Affracourt
54740,Benney
54740,Bralleville
54750,Trieux
54760,Villers Les Moivrons
54760,Montenoy
54760,Moivrons
54760,Faulx
54760,Lanfroicourt
54760,Leyr
54760,Armaucourt
54760,Arraye Et Han
54760,Bey Sur Seille
54770,Moulins
54770,Dommartin Sous Amance
54770,Laitre Sous Amance
54770,Agincourt
54770,Amance
54770,Bouxieres Aux Chenes
54780,Giraumont
54790,Mancieulles
54800,St Marcel
54800,Thumereville
54800,Tronville
54800,Ville Sur Yron
54800,Xonville
54800,Mouaville
54800,Mars La Tour
54800,Olley
54800,Conflans En Jarnisy
54800,Doncourt Les Conflans
54800,Droitaumont
54800,Friauville
54800,Gondrecourt Aix
54800,Hannonville Suzemont
54800,Hatrize
54800,Jarny
54800,Jeandelize
54800,Jouaville
54800,Puxe
54800,Puxieux
54800,Sponville
54800,Labry
54800,Abbeville Les Conflans
54800,Affleville
54800,Allamont
54800,Bechamps
54800,Boncourt
54800,Brainville
54800,Bruville
54810,Longlaville
54820,Marbache
54830,Vallois
54830,Vennezey
54830,Moriviller
54830,Mattexey
54830,Essey La Cote
54830,Franconville
54830,Gerbeviller
54830,Giriviller
54830,Haudonville
54830,Remenoville
54830,Seranville
54840,Velaine En Haye
54840,Villey Le Sec
54840,Fontenoy Sur Moselle
54840,Gondreville
54840,Sexey Les Bois
54850,Mereville
54850,Messein
54860,Haucourt Moulaine
54860,St Charles
54870,Ugny
54870,Villers La Chevre
54870,Montigny Sur Chiers
54870,Cons La Grandville
54870,Fermont
54880,Thil
54890,Vandelainville
54890,Villecey Sur Mad
54890,Waville
54890,Onville
54890,Bayonville Sur Mad
54890,Chambley Bussieres
54910,Valleroy
54920,Villers La Montagne
54920,Morfontaine
54930,They Sous Vaudemont
54930,Courcelles
54930,Diarville
54930,Forcelles Sous Gugney
54930,Fraisnes En Saintois
54930,Gugney
54930,Housseville
54930,St Firmin
54930,Bouzanville
54940,Belleville
54950,St Clement
54950,Laronxe
54960,Mercy Le Bas
54970,Landres
54980,Batilly
54990,Xeuilley
55000,Tannois
55000,Tremont Sur Saulx
55000,Val D Ornain
55000,Varney
55000,Vavincourt
55000,Veel
55000,Ville Sur Saulx
55000,Montplonne
55000,Naives Rosieres
55000,Culey
55000,Erize St Dizier
55000,Fains Veel
55000,Genicourt Sous Conde
55000,Gery
55000,Guerpont
55000,Haironville
55000,Hargeville Sur Chee
55000,Resson
55000,Robert Espagne
55000,Rosieres Devant Bar
55000,Rumont
55000,Salmagne
55000,Saudrupt
55000,Savonnieres Devant Bar
55000,Seigneulles
55000,Silmont
55000,Les Hauts De Chee
55000,Les Marats
55000,Lisle En Rigault
55000,Loisey Culey
55000,Longeville En Barrois
55000,Louppy Sur Chee
55000,Bar Le Duc
55000,Behonne
55000,Beurey Sur Saulx
55000,Brillon En Barrois
55000,Bussy La Cote
55000,Chardogne
55000,Combles En Barrois
55100,Vacherauville
55100,Verdun
55100,Montzeville
55100,Marre
55100,Cumieres Le Mort Homme
55100,Douaumont
55100,Dugny Sur Meuse
55100,Esnes En Argonne
55100,Fleury Devant Douaumont
55100,Fromereville Les Vallons
55100,Haudainville
55100,Samogneux
55100,Sivry La Perche
55100,Landrecourt Lempire
55100,Lempire Aux Bois
55100,Belleray
55100,Belrupt En Verdunois
55100,Bethelainville
55100,Brabant Sur Meuse
55100,Bras Sur Meuse
55100,Champneuville
55100,Charny Sur Meuse
55100,Chattancourt
55110,Villers Devant Dun
55110,Vilosnes Haraumont
55110,Mont Devant Sassey
55110,Montigny Devant Sassey
55110,Murvaux
55110,Milly Sur Bradon
55110,Consenvoye
55110,Cunel
55110,Dannevoux
55110,Doulcon
55110,Dun Sur Meuse
55110,Fontaines St Clair
55110,Forges Sur Meuse
55110,Gercourt Et Drillancourt
55110,Gesnes En Argonne
55110,Haraumont
55110,Regneville Sur Meuse
55110,Romagne Sous Montfaucon
55110,Sassey Sur Meuse
55110,Saulmory Et Villefranche
55110,Sivry Sur Meuse
55110,Liny Devant Dun
55110,Lion Devant Dun
55110,Aincreville
55110,Bantheville
55110,Brieulles Sur Meuse
55110,Clery Grand
55110,Clery Petit
55120,Ville Sur Cousances
55120,Neuvilly En Argonne
55120,Nixeville Blercourt
55120,Dombasle En Argonne
55120,Froidos
55120,Futeau
55120,Jouy En Argonne
55120,Jubecourt
55120,Julvecourt
55120,Parois
55120,Rarecourt
55120,Recicourt
55120,Lachalade
55120,Lavoye
55120,Le Claon
55120,Le Neufour
55120,Les Islettes
55120,Aubreville
